date,apple_sentiment,source
2019-03-25,0.9997573559412634,AppleInsider
2019-03-25,0.9819799649316022,Phys.org
2019-03-25,0.5950934581039757,Hollywood Reporter
2019-03-22,-0.6700516000370137,Patently Apple
2019-03-25,0.9952908640599246,WIRED
2019-03-25,0.9999717166667901,Deadline
2019-03-25,0.6707430722533939,CBC News
2019-03-22,0.9996675818686236,Pollstar
2019-03-25,0.9998325925219526,MarketWatch
2019-03-22,0.12724801593916776,9to5Mac
2019-03-25,0.9587841343029866,BuzzFeed News
2019-03-25,0.9993421169452106,MacRumors
2019-03-23,0.9999945413514066,9to5Mac
2019-03-25,0.999994019934991,Us Weekly
2019-03-25,0.9991584472892033,9to5Mac
2019-03-25,0.9999191247879409,MacRumors
2019-03-25,0.9996908055027637,bbc.co.uk
2019-03-25,0.9998159375491733,HYPEBEAST
2019-03-22,0.9999990353086158,Cult of Mac
2019-03-25,0.9999475349503111,MacRumors
2019-03-25,0.9465514653558272,9to5Mac
2019-03-25,0.8116724111205897,HELLO!
2019-03-25,0.9996593621271612,GQ Australia
2019-03-22,0.9999884545574614,Cult of Mac
2019-03-23,0.999998122825294,Xinhua
2019-03-24,0.8514292280981622,The Indian Express
2019-03-24,0.9949165851173747,The Indian Express
2019-03-25,0.00012601320603455778,CBC News
2019-03-25,0.9995783635810777,GSMArena.com
2019-03-25,0.9993363232435544,Alberni Valley News
2019-03-25,0.9999971161698313,NME
2019-03-25,0.9998645313252343,PCMag UK
2019-03-25,0.9845050282444847,RJR News
2019-03-25,0.999903733125099,Tech Digest
2019-03-25,0.981343980223798,Mobile News
2019-03-25,0.9999827538503968,Jersey Evening Post
2019-03-25,0.9992786673276854,Guernsey Press
2019-03-25,0.9999805237095178,Guernsey Press
2019-03-25,0.9994897560612976,Neowin
2019-03-25,0.9999990574021231,OSXDaily
2019-03-25,0.9989403317862038,iLounge
2019-03-25,0.999949249993126,Apple Newsroom
2019-03-25,0.9677143240831065,Vox.com
2019-03-26,0.9997247471154015,WIRED
2019-03-25,0.7292310847484176,Apple Newsroom
2019-03-25,0.9999649698807386,MacRumors
2019-03-25,0.998958470208152,MacStories
2019-03-26,0.9999188942875241,Victor Valley News - VVNG
2019-03-25,0.9996163343592609,Salt Lake Tribune
2019-03-25,0.9919172898041264,PCMag
2019-03-25,1.6548416107598398e-06,USA TODAY
2019-03-26,0.9998550468237555,CNET
2019-03-25,0.9754723887957576,BGR
2019-03-25,0.9968495412315407,Apple Newsroom
2019-03-25,0.9998624921319355,MacRumors
2019-03-25,0.9997573559412634,AppleInsider
2019-03-26,0.9996917391823149,The Drum
2019-03-25,0.9819799649316022,Phys.org
2019-03-26,0.9999409064866084,Forbes
2019-03-26,0.9999513711823529,News-Herald.com
2019-03-25,0.5950934581039757,Hollywood Reporter
2019-03-25,0.9952908640599246,WIRED
2019-03-25,0.9999717166667901,Deadline
2019-03-26,4.868516161182101e-06,WIRED
2019-03-25,0.6707430722533939,CBC News
2019-03-25,0.9998325925219526,MarketWatch
2019-03-26,0.9996227156666654,The Points Guy
2019-03-25,0.9587841343029866,BuzzFeed News
2019-03-26,0.9999748789163575,SoyaCincau.com
2019-03-25,0.9993421169452106,MacRumors
2019-03-25,0.999994019934991,Us Weekly
2019-03-25,0.9991584472892033,9to5Mac
