,Den,Bitcoin: (Celosvětově)
714,2020-12-13,28.26599749058971
715,2020-12-14,25.616060225846926
716,2020-12-15,28.26599749058971
717,2020-12-16,52.99874529485571
718,2020-12-17,88.33124215809285
719,2020-12-18,57.415307402760355
720,2020-12-19,49.465495608531995
721,2020-12-20,47.69887076537014
722,2020-12-21,52.11543287327478
723,2020-12-22,43.28230865746549
724,2020-12-23,42.39899623588457
725,2020-12-24,38.865746549560846
726,2020-12-25,45.04893350062735
727,2020-12-26,60.06524466750314
728,2020-12-27,83.9146800501882
729,2020-12-28,60.94855708908406
730,2020-12-29,55.64868255959849
731,2020-12-29,49.68632371392722
732,2020-12-30,59.623588456712675
733,2020-12-31,57.63613550815559
734,2021-01-01,65.03100158982512
735,2021-01-02,107.637519872814
736,2021-01-03,125.57710651828299
737,2021-01-04,107.637519872814
738,2021-01-05,89.69793322734498
739,2021-01-06,100.91017488076311
740,2021-01-07,143.51669316375197
741,2021-01-08,143.51669316375197
742,2021-01-09,107.637519872814
743,2021-01-10,112.12241653418123
744,2021-01-11,161.45627980922097
745,2021-01-12,123.33465818759936
746,2021-01-13,107.637519872814
747,2021-01-14,114.36486486486486
748,2021-01-15,94.18282988871223
749,2021-01-16,80.72813990461049
750,2021-01-17,71.75834658187598
751,2021-01-18,69.51589825119237
752,2021-01-19,65.03100158982512
753,2021-01-20,65.03100158982512
754,2021-01-21,80.72813990461049
755,2021-01-22,89.69793322734498
756,2021-01-23,65.03100158982512
757,2021-01-24,58.30365659777424
758,2021-01-25,60.546104928457865
759,2021-01-26,58.30365659777424
760,2021-01-27,60.546104928457865
761,2021-01-28,65.03100158982512
762,2021-01-29,98.6677265500795
763,2021-01-30,71.75834658187598
764,2021-01-31,56.06120826709061
765,2021-02-01,61.434599156118146
766,2021-02-02,59.07172995780591
767,2021-02-03,63.797468354430386
768,2021-02-04,66.16033755274262
769,2021-02-05,59.07172995780591
770,2021-02-06,75.61181434599156
771,2021-02-07,63.797468354430386
772,2021-02-08,139.40928270042195
773,2021-02-09,160.67510548523208
774,2021-02-10,103.9662447257384
775,2021-02-11,99.24050632911393
776,2021-02-12,94.51476793248945
777,2021-02-13,82.70042194092828
778,2021-02-14,89.78902953586498
779,2021-02-15,89.78902953586498
780,2021-02-16,101.60337552742617
781,2021-02-17,113.41772151898736
782,2021-02-18,101.60337552742617
783,2021-02-19,122.86919831223629
784,2021-02-20,129.957805907173
785,2021-02-21,118.14345991561181
786,2021-02-22,129.957805907173
787,2021-02-23,165.40084388185656
788,2021-02-24,125.23206751054853
789,2021-02-25,101.60337552742617
790,2021-02-26,106.32911392405065
791,2021-02-27,82.70042194092828
792,2021-02-28,92.15189873417721
793,2021-03-01,83.53751284686535
794,2021-03-02,74.74409044193217
795,2021-03-03,74.74409044193217
796,2021-03-04,68.14902363823226
797,2021-03-05,68.14902363823226
798,2021-03-06,59.355601233299076
799,2021-03-07,63.752312435765674
800,2021-03-08,63.752312435765674
801,2021-03-09,76.94244604316548
802,2021-03-10,76.94244604316548
803,2021-03-11,72.54573484069887
804,2021-03-12,70.34737923946557
805,2021-03-13,94.52929085303185
806,2021-03-14,87.93422404933196
807,2021-03-15,79.14080164439878
808,2021-03-16,72.54573484069887
809,2021-03-17,68.14902363823226
810,2021-03-18,65.95066803699896
811,2021-03-19,61.55395683453237
812,2021-03-20,59.355601233299076
813,2021-03-21,59.355601233299076
814,2021-03-22,63.752312435765674
815,2021-03-23,61.55395683453237
816,2021-03-24,68.14902363823226
817,2021-03-25,74.74409044193217
818,2021-03-26,61.55395683453237
819,2021-03-27,59.355601233299076
820,2021-03-28,54.95889003083247
821,2021-03-29,61.55395683453237
822,2021-03-30,65.95066803699896
823,2021-03-31,65.95066803699896
824,2021-04-01,67.49999999999999
825,2021-04-02,63.14516129032258
826,2021-04-03,58.79032258064515
827,2021-04-04,58.79032258064515
828,2021-04-05,60.967741935483865
829,2021-04-06,60.967741935483865
830,2021-04-07,58.79032258064515
831,2021-04-08,54.43548387096774
832,2021-04-09,52.25806451612903
833,2021-04-10,58.79032258064515
834,2021-04-11,58.79032258064515
835,2021-04-12,60.967741935483865
836,2021-04-13,76.20967741935483
837,2021-04-14,84.91935483870967
838,2021-04-15,71.85483870967741
839,2021-04-16,76.20967741935483
840,2021-04-17,63.14516129032258
841,2021-04-18,115.4032258064516
842,2021-04-19,91.4516129032258
843,2021-04-20,87.09677419354837
844,2021-04-21,69.6774193548387
845,2021-04-22,78.38709677419355
846,2021-04-23,126.29032258064515
847,2021-04-24,84.91935483870967
848,2021-04-25,78.38709677419355
849,2021-04-26,82.74193548387095
850,2021-04-27,76.20967741935483
851,2021-04-28,63.14516129032258
852,2021-04-29,60.967741935483865
853,2021-04-30,58.79032258064515
854,2021-05-01,63.8220810166799
855,2021-05-02,59.094519459888794
856,2021-05-03,66.18586179507545
857,2021-05-04,68.549642573471
858,2021-05-05,68.549642573471
859,2021-05-06,68.549642573471
860,2021-05-07,61.45830023828435
861,2021-05-08,63.8220810166799
862,2021-05-09,66.18586179507545
863,2021-05-10,66.18586179507545
864,2021-05-11,66.18586179507545
865,2021-05-12,66.18586179507545
866,2021-05-13,151.28196981731531
867,2021-05-14,99.27879269261318
868,2021-05-15,78.00476568705322
869,2021-05-16,87.45988880063543
870,2021-05-17,120.55281969817314
871,2021-05-18,94.55123113582208
872,2021-05-19,236.37807783955517
873,2021-05-20,182.01111993645748
874,2021-05-21,134.73550436854646
875,2021-05-22,122.9166004765687
876,2021-05-23,144.19062748212866
877,2021-05-24,130.00794281175536
878,2021-05-25,101.64257347100873
879,2021-05-26,89.82366957903096
880,2021-05-27,82.73232724384432
881,2021-05-28,89.82366957903096
882,2021-05-29,87.45988880063543
883,2021-05-30,82.73232724384432
884,2021-05-31,75.64098490865766
885,2021-06-01,76.78899082568807
886,2021-06-02,76.78899082568807
887,2021-06-03,76.78899082568807
888,2021-06-04,81.74311926605505
889,2021-06-05,74.31192660550458
890,2021-06-06,76.78899082568807
891,2021-06-07,74.31192660550458
892,2021-06-08,101.55963302752293
893,2021-06-09,94.12844036697247
894,2021-06-10,81.74311926605505
895,2021-06-11,69.35779816513761
896,2021-06-12,61.92660550458715
897,2021-06-13,64.40366972477064
898,2021-06-14,81.74311926605505
899,2021-06-15,66.88073394495413
900,2021-06-16,61.92660550458715
901,2021-06-17,54.49541284403669
902,2021-06-18,56.972477064220186
903,2021-06-19,52.01834862385321
904,2021-06-20,59.44954128440367
905,2021-06-21,81.74311926605505
906,2021-06-22,111.46788990825688
907,2021-06-23,79.26605504587155
908,2021-06-24,66.88073394495413
909,2021-06-25,66.88073394495413
910,2021-06-26,64.40366972477064
911,2021-06-27,61.92660550458715
912,2021-06-28,64.40366972477064
913,2021-06-29,64.40366972477064
914,2021-06-30,54.49541284403669
